IMG,ID,Pred,GT
bleeding.31.jpg,a031,0,0
bleeding.19.jpg,a019,1,0
bleeding.202.jpg,a202,0,0
bleeding.148.jpg,a148,1,0
bleeding.174.jpg,a174,0,0
bleeding.160.jpg,a160,1,0
bleeding.161.jpg,a161,1,0
bleeding.175.jpg,a175,0,0
bleeding.149.jpg,a149,0,0
bleeding.203.jpg,a203,0,0
bleeding.18.jpg,a018,1,0
bleeding.30.jpg,a030,0,0
bleeding.24.jpg,a024,1,0
bleeding.20.jpg,a020,1,0
bleeding.34.jpg,a034,0,0
bleeding.171.jpg,a171,0,0
bleeding.165.jpg,a165,0,0
bleeding.159.jpg,a159,1,0
bleeding.158.jpg,a158,1,0
bleeding.164.jpg,a164,1,0
bleeding.170.jpg,a170,0,0
bleeding.35.jpg,a035,0,0
bleeding.21.jpg,a021,1,0
bleeding.37.jpg,a037,0,0
bleeding.23.jpg,a023,1,0
bleeding.204.jpg,a204,0,0
bleeding.166.jpg,a166,1,0
bleeding.172.jpg,a172,0,0
bleeding.199.jpg,a199,0,0
bleeding.198.jpg,a198,0,0
bleeding.173.jpg,a173,0,0
bleeding.167.jpg,a167,1,0
bleeding.205.jpg,a205,0,0
bleeding.22.jpg,a022,1,0
bleeding.36.jpg,a036,0,0
bleeding.92.jpg,a092,0,0
bleeding.86.jpg,a086,0,0
bleeding.51.jpg,a051,0,0
bleeding.45.jpg,a045,1,0
bleeding.79.jpg,a079,1,0
bleeding.128.jpg,a128,1,0
bleeding.100.jpg,a100,0,0
bleeding.114.jpg,a114,0,0
bleeding.115.jpg,a115,0,0
bleeding.101.jpg,a101,0,0
bleeding.129.jpg,a129,1,0
bleeding.78.jpg,a078,1,0
bleeding.44.jpg,a044,1,0
bleeding.50.jpg,a050,0,0
bleeding.87.jpg,a087,0,0
bleeding.93.jpg,a093,0,0
bleeding.85.jpg,a085,1,0
bleeding.91.jpg,a091,0,0
bleeding.8.jpg,a008,1,0
bleeding.46.jpg,a046,1,0
bleeding.52.jpg,a052,1,0
bleeding.117.jpg,a117,0,0
bleeding.103.jpg,a103,0,0
bleeding.102.jpg,a102,0,0
bleeding.116.jpg,a116,0,0
bleeding.53.jpg,a053,0,0
bleeding.47.jpg,a047,1,0
bleeding.9.jpg,a009,1,0
bleeding.90.jpg,a090,0,0
bleeding.84.jpg,a084,1,0
bleeding.80.jpg,a080,1,0
bleeding.94.jpg,a094,0,0
bleeding.43.jpg,a043,1,0
bleeding.57.jpg,a057,1,0
bleeding.112.jpg,a112,0,0
bleeding.106.jpg,a106,0,0
bleeding.107.jpg,a107,0,0
bleeding.113.jpg,a113,0,0
bleeding.56.jpg,a056,1,0
bleeding.42.jpg,a042,1,0
bleeding.95.jpg,a095,0,0
bleeding.81.jpg,a081,1,0
bleeding.97.jpg,a097,0,0
bleeding.83.jpg,a083,1,0
bleeding.68.jpg,a068,1,0
bleeding.54.jpg,a054,0,0
bleeding.40.jpg,a040,1,0
bleeding.105.jpg,a105,0,0
bleeding.111.jpg,a111,0,0
bleeding.139.jpg,a139,1,0
bleeding.138.jpg,a138,0,0
bleeding.110.jpg,a110,0,0
bleeding.104.jpg,a104,0,0
bleeding.41.jpg,a041,1,0
bleeding.55.jpg,a055,1,0
bleeding.69.jpg,a069,0,0
bleeding.82.jpg,a082,1,0
bleeding.96.jpg,a096,0,0
nonbleeding.166.jpg,a166,1,1
nonbleeding.172.jpg,a172,1,1
nonbleeding.27.jpg,a027,1,1
nonbleeding.33.jpg,a033,1,1
nonbleeding.199.jpg,a199,0,1
nonbleeding.198.jpg,a198,0,1
nonbleeding.32.jpg,a032,1,1
nonbleeding.26.jpg,a026,1,1
nonbleeding.173.jpg,a173,1,1
nonbleeding.167.jpg,a167,1,1
nonbleeding.171.jpg,a171,1,1
nonbleeding.165.jpg,a165,1,1
nonbleeding.18.jpg,a018,1,1
nonbleeding.30.jpg,a030,1,1
nonbleeding.24.jpg,a024,0,1
nonbleeding.159.jpg,a159,1,1
nonbleeding.158.jpg,a158,1,1
nonbleeding.25.jpg,a025,0,1
nonbleeding.31.jpg,a031,1,1
nonbleeding.19.jpg,a019,1,1
nonbleeding.164.jpg,a164,1,1
nonbleeding.170.jpg,a170,1,1
nonbleeding.148.jpg,a148,0,1
nonbleeding.35.jpg,a035,1,1
nonbleeding.21.jpg,a021,0,1
nonbleeding.174.jpg,a174,0,1
nonbleeding.160.jpg,a160,1,1
nonbleeding.161.jpg,a161,1,1
nonbleeding.175.jpg,a175,0,1
nonbleeding.20.jpg,a020,0,1
nonbleeding.34.jpg,a034,1,1
nonbleeding.149.jpg,a149,0,1
nonbleeding.201.jpg,a201,0,1
nonbleeding.22.jpg,a022,1,1
nonbleeding.36.jpg,a036,1,1
nonbleeding.163.jpg,a163,1,1
nonbleeding.177.jpg,a177,0,1
nonbleeding.188.jpg,a188,0,1
nonbleeding.189.jpg,a189,0,1
nonbleeding.176.jpg,a176,0,1
nonbleeding.162.jpg,a162,1,1
nonbleeding.37.jpg,a037,1,1
nonbleeding.23.jpg,a023,0,1
nonbleeding.200.jpg,a200,0,1
nonbleeding.78.jpg,a078,0,1
nonbleeding.105.jpg,a105,1,1
nonbleeding.111.jpg,a111,0,1
nonbleeding.139.jpg,a139,0,1
nonbleeding.44.jpg,a044,1,1
nonbleeding.50.jpg,a050,1,1
nonbleeding.87.jpg,a087,1,1
nonbleeding.93.jpg,a093,1,1
nonbleeding.92.jpg,a092,1,1
nonbleeding.86.jpg,a086,1,1
nonbleeding.51.jpg,a051,1,1
nonbleeding.45.jpg,a045,1,1
nonbleeding.138.jpg,a138,0,1
nonbleeding.110.jpg,a110,0,1
nonbleeding.104.jpg,a104,1,1
nonbleeding.79.jpg,a079,1,1
nonbleeding.112.jpg,a112,0,1
nonbleeding.106.jpg,a106,1,1
nonbleeding.53.jpg,a053,1,1
nonbleeding.47.jpg,a047,1,1
nonbleeding.90.jpg,a090,1,1
nonbleeding.84.jpg,a084,1,1
nonbleeding.85.jpg,a085,1,1
nonbleeding.91.jpg,a091,1,1
nonbleeding.46.jpg,a046,1,1
nonbleeding.52.jpg,a052,1,1
nonbleeding.107.jpg,a107,1,1
nonbleeding.113.jpg,a113,0,1
nonbleeding.56.jpg,a056,1,1
nonbleeding.42.jpg,a042,1,1
nonbleeding.117.jpg,a117,0,1
nonbleeding.103.jpg,a103,1,1
nonbleeding.95.jpg,a095,1,1
nonbleeding.81.jpg,a081,1,1
nonbleeding.80.jpg,a080,1,1
nonbleeding.94.jpg,a094,1,1
nonbleeding.102.jpg,a102,1,1
nonbleeding.116.jpg,a116,0,1
nonbleeding.43.jpg,a043,1,1
nonbleeding.57.jpg,a057,1,1
nonbleeding.41.jpg,a041,1,1
nonbleeding.55.jpg,a055,1,1
nonbleeding.128.jpg,a128,0,1
nonbleeding.100.jpg,a100,1,1
nonbleeding.114.jpg,a114,0,1
nonbleeding.69.jpg,a069,0,1
nonbleeding.82.jpg,a082,1,1
nonbleeding.96.jpg,a096,1,1
nonbleeding.8.jpg,a008,1,1
nonbleeding.9.jpg,a009,1,1
nonbleeding.97.jpg,a097,1,1
nonbleeding.83.jpg,a083,1,1
nonbleeding.68.jpg,a068,0,1
nonbleeding.115.jpg,a115,0,1
nonbleeding.101.jpg,a101,1,1
nonbleeding.129.jpg,a129,0,1
nonbleeding.54.jpg,a054,1,1
nonbleeding.40.jpg,a040,1,1
nonbleeding.124.jpg,a124,0,1
nonbleeding.59.jpg,a059,1,1
nonbleeding.130.jpg,a130,0,1
nonbleeding.65.jpg,a065,0,1
nonbleeding.118.jpg,a118,0,1
nonbleeding.71.jpg,a071,1,1
nonbleeding.4.jpg,a004,1,1
nonbleeding.5.jpg,a005,1,1
nonbleeding.70.jpg,a070,1,1
nonbleeding.119.jpg,a119,0,1
nonbleeding.64.jpg,a064,0,1
nonbleeding.131.jpg,a131,0,1
nonbleeding.58.jpg,a058,1,1
nonbleeding.125.jpg,a125,0,1
nonbleeding.133.jpg,a133,0,1
nonbleeding.127.jpg,a127,0,1
nonbleeding.72.jpg,a072,0,1
nonbleeding.66.jpg,a066,0,1
nonbleeding.99.jpg,a099,1,1
nonbleeding.7.jpg,a007,1,1
nonbleeding.6.jpg,a006,1,1
nonbleeding.98.jpg,a098,1,1
nonbleeding.67.jpg,a067,0,1
nonbleeding.73.jpg,a073,1,1
nonbleeding.126.jpg,a126,0,1
nonbleeding.132.jpg,a132,0,1
nonbleeding.77.jpg,a077,1,1
nonbleeding.63.jpg,a063,1,1
nonbleeding.136.jpg,a136,0,1
nonbleeding.122.jpg,a122,0,1
nonbleeding.88.jpg,a088,1,1
nonbleeding.2.jpg,a002,1,1
nonbleeding.3.jpg,a003,1,1
nonbleeding.89.jpg,a089,1,1
nonbleeding.123.jpg,a123,0,1
nonbleeding.137.jpg,a137,0,1
nonbleeding.62.jpg,a062,1,1
nonbleeding.76.jpg,a076,1,1
nonbleeding.60.jpg,a060,1,1
nonbleeding.109.jpg,a109,0,1
nonbleeding.74.jpg,a074,0,1
nonbleeding.121.jpg,a121,0,1
nonbleeding.48.jpg,a048,1,1
nonbleeding.135.jpg,a135,0,1
nonbleeding.1.jpg,a001,1,1
nonbleeding.134.jpg,a134,0,1
nonbleeding.49.jpg,a049,1,1
nonbleeding.120.jpg,a120,0,1
nonbleeding.75.jpg,a075,0,1
nonbleeding.108.jpg,a108,0,1
nonbleeding.61.jpg,a061,1,1
nonbleeding.147.jpg,a147,0,1
nonbleeding.153.jpg,a153,0,1
nonbleeding.12.jpg,a012,0,1
nonbleeding.184.jpg,a184,0,1
nonbleeding.190.jpg,a190,0,1
nonbleeding.191.jpg,a191,0,1
nonbleeding.185.jpg,a185,0,1
nonbleeding.13.jpg,a013,1,1
nonbleeding.152.jpg,a152,0,1
nonbleeding.146.jpg,a146,0,1
nonbleeding.150.jpg,a150,0,1
nonbleeding.39.jpg,a039,1,1
nonbleeding.144.jpg,a144,0,1
nonbleeding.11.jpg,a011,1,1
nonbleeding.178.jpg,a178,0,1
nonbleeding.193.jpg,a193,0,1
nonbleeding.187.jpg,a187,0,1
nonbleeding.186.jpg,a186,0,1
nonbleeding.192.jpg,a192,0,1
nonbleeding.179.jpg,a179,0,1
nonbleeding.10.jpg,a010,1,1
nonbleeding.145.jpg,a145,0,1
nonbleeding.38.jpg,a038,1,1
nonbleeding.151.jpg,a151,0,1
nonbleeding.14.jpg,a014,1,1
nonbleeding.169.jpg,a169,1,1
nonbleeding.155.jpg,a155,1,1
nonbleeding.28.jpg,a028,1,1
nonbleeding.141.jpg,a141,0,1
nonbleeding.196.jpg,a196,0,1
nonbleeding.182.jpg,a182,0,1
nonbleeding.183.jpg,a183,0,1
nonbleeding.197.jpg,a197,0,1
nonbleeding.140.jpg,a140,0,1
nonbleeding.29.jpg,a029,1,1
nonbleeding.154.jpg,a154,0,1
nonbleeding.168.jpg,a168,1,1
nonbleeding.15.jpg,a015,1,1
nonbleeding.17.jpg,a017,1,1
nonbleeding.142.jpg,a142,0,1
nonbleeding.156.jpg,a156,1,1
nonbleeding.181.jpg,a181,0,1
nonbleeding.195.jpg,a195,0,1
nonbleeding.194.jpg,a194,0,1
nonbleeding.180.jpg,a180,0,1
nonbleeding.157.jpg,a157,1,1
nonbleeding.143.jpg,a143,0,1
nonbleeding.16.jpg,a016,1,1
